subject,parameter,value
28,a_pun,0.0738169199849046
28,a_rew,0.72744388902761
28,deviance,199.347625164154
28,omega_f,0.149321768228311
28,omega_p,6.65376274712293
28,theta,1
29,K,2.45501388017147
29,a_pun,0.0972858109730573
29,a_rew,0.746227190381198
29,deviance,217.425058437772
29,omega_f,0.882744993322722
29,omega_p,5.68172209153518
29,theta,1
30,K,3.18589742204131
30,a_pun,0.00757618695552759
30,a_rew,0.691471322550666
30,deviance,226.716920089657
30,omega_f,2.67439631704761
30,omega_p,2.73641498166038
30,theta,1
31,K,2.83976050474915
31,a_pun,0.0109043807794921
31,a_rew,0.364251692996687
31,deviance,159.335158632093
31,omega_f,4.16989953293482
31,omega_p,1.65182562965802
31,theta,1
32,K,2.94383822946543
32,a_pun,0.0250621450865791
32,a_rew,0.488199305499992
32,deviance,233.162075627328
32,omega_f,3.92427879333224
32,omega_p,0.22641328173046
32,theta,1
33,K,3.0645542531776
33,a_pun,0.00458586421083297
33,a_rew,0.248380252097861
33,deviance,239.903732792074
33,omega_f,3.65774235459164
33,omega_p,0.624708270662439
33,theta,1
34,K,0.0592155227301754
34,a_pun,0.794135119351411
34,a_rew,0.816871781967977
34,deviance,72.7380688378073
34,omega_f,0.900638574294286
34,omega_p,6.53890615244008
34,theta,1
35,K,3.52095674783945
35,a_pun,0.142498340477471
35,a_rew,0.955970347321387
35,deviance,228.258995609506
35,omega_f,2.48746638644916
35,omega_p,1.59001884052775
35,theta,1
36,K,4.00861597975608
36,a_pun,0.0105798967673739
36,a_rew,0.317707560284523
36,deviance,294.768331211875
36,omega_f,1.68707881674115
36,omega_p,3.70705197571236
36,theta,1
37,K,1.65883331833918
37,a_pun,0.0841605915107178
37,a_rew,0.33315844502487
37,deviance,145.509048070584
37,omega_f,4.61123318325836
37,omega_p,-2.29078924872906
37,theta,1
38,K,1.26219219387546
38,a_pun,0.40406300446519
38,a_rew,0.810404024424879
38,deviance,98.2672292745943
38,omega_f,-0.0132024863132175
38,omega_p,6.52414192509757
38,theta,1
39,K,2.92594413605646
39,a_pun,0.0120953902235946
39,a_rew,0.10357681105351
39,deviance,106.941688967952
39,omega_f,4.22524854665094
39,omega_p,-0.0116145141732147
39,theta,1
40,K,3.07520469721591
40,a_pun,0.00428343422522948
40,a_rew,0.177779096766583
40,deviance,236.561399435609
40,omega_f,4.07976443518865
40,omega_p,0.418890281259439
40,theta,1
41,K,2.72313303316032
41,a_pun,0.00347668891828129
41,a_rew,0.12094436107987
41,deviance,136.305940119336
41,omega_f,5.33280044771481
41,omega_p,2.09020602696674
41,theta,1
42,K,0.157555149857882
42,a_pun,0.166107632004587
42,a_rew,0.838762046664453
42,deviance,88.2471612973334
42,omega_f,0.573230945158669
42,omega_p,5.2647582487052
42,theta,1
